Werkvormen$Niveau$Duur$$Tags$$Certificeringen Infra
$$$$$$
Klassikaal les$Niv. 1$1 dagdeel (3 uur)$$Linux$$98-349 Windows Operating System Fundamentals
Opdrachten$Niv. 2$2 dagdelen (6 uur)$$Python$$98-364 Database Fundamentals
Praktijk$Niv. 3$3 dagdelen (9 uur)$$Security$$98-365 Windows Server Administration Fundamentals
Zelfstandig leren$$4 dagdelen (12 uur)$$Windows$$98-366 Networking Fundamentals
Case$$5 dagdelen (15 uur)$$Networking$$98-367 Security Fundamentals
Theorie + Praktijk$$6 dagdelen (18 uur)$$Scripting$$98-381 Introduction to Programming Using Python
Examen$$$$Virtualisatie$$98-382 Introduction to Programming Using JavaScript
Examen training$$$$Standaarden$$MD-100  Windows 10
$$$$Hacken$$MD-101 Managing Modern Desktops
$$$$Hardware$$MS-900 Microsoft 365 Fundamentals
$$$$Examen$$70-410 Installing and Configuring Windows Server 2012
$$$$Operating Systems$$70-411 Administering Windows Server 2012
$$$$$$70-412 Configuring Advanced Windows Server 2012 Services
$$$$$$70-413 Designing and Implementing a Server Infrastructure
$$$$$$70-414 Implementing an Advanced Server Infrastructure
$$$$$$70-740 Installation, Storage, and Compute with Windows Server 2016
$$$$$$70-741 Networking with Windows Server 2016
$$$$$$70-742 Identity with Windows Server 2016
$$$$$$CompTIA A+ 
$$$$$$CompTIA Linux +
$$$$$$CompTIA Security+
$$$$$$CompTIA Network+ 
$$$$$$CompTIA Server+
$$$$$$LPI Linux essentials
$$$$$$LPIC-1 101
$$$$$$LPIC-1 102
$$$$$$LPIC-2 201
$$$$$$LPIC-2 202
$$$$$$LPIC-3 300
$$$$$$LPIC-3 303
$$$$$$LPIC-3 304
$$$$$$"*98-366 Networking Fundamentals
*CompTIA Network+ "
$$$$$$"*98-367 Security Fundamentals
*CompTIA Security+"
$$$$$$"*LPIC-1 101
*LPIC-1 102
*CompTIA Linux +"
